ss,proc,rc,inhib,validity,acc,rt
2693,VisualAnalogy,1,yes,valid,1,2479
2693,VisualAnalogy,2,no,valid,1,7308
2693,VisualAnalogy,2,yes,invalid,1,4815
2693,VisualAnalogy,2,no,valid,1,2655
2693,VisualAnalogy,2,yes,valid,1,5422
2693,VisualAnalogy,1,yes,invalid,1,3689
2693,VisualAnalogy,1,no,valid,1,2168
2693,VisualAnalogy,1,yes,valid,1,1717
2693,VisualAnalogy,1,yes,invalid,0,4649
2693,VisualAnalogy,2,yes,invalid,1,1865
2693,VisualAnalogy,2,yes,valid,1,5386
2693,VisualAnalogy,1,no,valid,1,2957
2693,VisualAnalogy,2,no,valid,1,4296
2693,VisualAnalogy,1,yes,valid,0,1761
2693,VisualAnalogy,2,yes,invalid,0,4268
2693,VisualAnalogy,1,no,valid,1,7439
2693,VisualAnalogy,1,no,valid,1,2397
2693,VisualAnalogy,2,no,valid,1,4089
2693,VisualAnalogy,1,yes,invalid,1,2457
2693,VisualAnalogy,2,no,valid,1,5200
2693,VisualAnalogy,2,yes,valid,0,8285
2693,VisualAnalogy,1,yes,valid,0,3612
2693,VisualAnalogy,2,yes,valid,1,5355
2693,VisualAnalogy,1,yes,invalid,1,5129
2693,VisualAnalogy,1,no,valid,1,1753
2693,VisualAnalogy,2,yes,invalid,1,5202
2693,VisualAnalogy,2,yes,valid,0,3007
2693,VisualAnalogy,2,yes,invalid,1,4452
2693,VisualAnalogy,2,no,valid,1,5468
2693,VisualAnalogy,2,no,valid,1,6367
2693,VisualAnalogy,1,no,valid,1,2564
2693,VisualAnalogy,2,no,valid,1,5025
2693,VisualAnalogy,1,yes,invalid,1,2187
2693,VisualAnalogy,2,no,valid,1,3821
2693,VisualAnalogy,2,no,valid,1,4868
2693,VisualAnalogy,1,yes,valid,1,1470
2693,VisualAnalogy,2,yes,valid,1,4815
2693,VisualAnalogy,1,yes,invalid,1,2479
2693,VisualAnalogy,1,no,valid,1,1916
2693,VisualAnalogy,2,yes,invalid,0,6056
2693,VisualAnalogy,1,yes,valid,1,3072
2693,VisualAnalogy,1,yes,invalid,1,1826
2693,VisualAnalogy,2,yes,invalid,1,6060
2693,VisualAnalogy,2,yes,valid,1,4052
2693,VisualAnalogy,1,no,valid,1,2924
2693,VisualAnalogy,2,no,valid,1,3888
2693,VisualAnalogy,1,yes,invalid,1,2408
2693,VisualAnalogy,2,yes,invalid,1,7172
2693,VisualAnalogy,1,yes,invalid,1,5853
2693,VisualAnalogy,2,yes,valid,0,4893
2693,VisualAnalogy,1,yes,valid,1,2493
2693,VisualAnalogy,1,no,valid,1,1596
2693,VisualAnalogy,1,yes,valid,1,1544
2693,VisualAnalogy,1,no,valid,1,1881
2693,VisualAnalogy,2,yes,valid,1,3390
2693,VisualAnalogy,2,yes,invalid,1,3008
2693,VisualAnalogy,1,yes,valid,0,2804
2693,VisualAnalogy,1,yes,valid,1,2419
2693,VisualAnalogy,1,no,valid,1,1650
2693,VisualAnalogy,1,yes,invalid,1,1528
2693,VisualAnalogy,2,no,valid,1,3672
2693,VisualAnalogy,2,no,valid,1,3169
2693,VisualAnalogy,2,no,valid,1,4632
2693,VisualAnalogy,1,no,valid,1,3059
2693,VisualAnalogy,2,yes,invalid,1,4018
2693,VisualAnalogy,2,yes,invalid,1,1969
2693,VisualAnalogy,2,yes,valid,0,5000
2693,VisualAnalogy,2,yes,invalid,1,5374
2693,VisualAnalogy,2,yes,invalid,0,4254
2693,VisualAnalogy,2,yes,valid,1,5709
2693,VisualAnalogy,2,yes,valid,1,3776
2693,VisualAnalogy,1,yes,valid,1,2832
2693,VisualAnalogy,1,yes,valid,1,1922
2693,VisualAnalogy,1,yes,invalid,1,2414
2693,VisualAnalogy,2,no,valid,1,3533
2693,VisualAnalogy,2,yes,invalid,1,2108
2693,VisualAnalogy,2,no,valid,1,3070
2693,VisualAnalogy,1,no,valid,1,2128
2693,VisualAnalogy,1,no,valid,1,1396
2693,VisualAnalogy,1,yes,invalid,1,1896
2693,VisualAnalogy,2,yes,valid,1,3647
2693,VisualAnalogy,2,no,valid,1,3364
2693,VisualAnalogy,1,yes,invalid,1,1936
2693,VisualAnalogy,1,yes,valid,1,1727
2693,VisualAnalogy,1,yes,invalid,1,1715
2693,VisualAnalogy,1,yes,valid,1,1655
2693,VisualAnalogy,2,yes,valid,1,4798
2693,VisualAnalogy,2,yes,valid,0,1931
2693,VisualAnalogy,1,no,valid,1,2330
2693,VisualAnalogy,1,yes,valid,1,1689
2693,VisualAnalogy,1,yes,invalid,1,1640
2693,VisualAnalogy,1,no,valid,1,2171
2693,VisualAnalogy,2,yes,invalid,1,4458
2693,VisualAnalogy,2,no,valid,1,3346
2693,VisualAnalogy,2,yes,valid,1,3100
2693,VisualAnalogy,1,yes,invalid,1,2052
2693,VisualAnalogy,2,yes,valid,1,5915
2693,VisualAnalogy,1,yes,valid,1,1976
2693,VisualAnalogy,2,yes,valid,1,5007
2693,VisualAnalogy,2,yes,valid,1,4807
2693,VisualAnalogy,1,yes,valid,0,5495
2693,VisualAnalogy,2,no,valid,1,4943
2693,VisualAnalogy,1,yes,invalid,1,1738
2693,VisualAnalogy,1,yes,invalid,1,3313
2693,VisualAnalogy,2,yes,invalid,1,3955
2693,VisualAnalogy,2,no,valid,1,4183
2693,VisualAnalogy,1,no,valid,1,2602
2693,VisualAnalogy,1,yes,valid,0,2910
2693,VisualAnalogy,2,yes,invalid,1,4400
2693,VisualAnalogy,1,no,valid,1,1645
2693,VisualAnalogy,1,yes,valid,1,2257
2693,VisualAnalogy,1,no,valid,1,1712
2693,VisualAnalogy,1,yes,valid,1,1810
2693,VisualAnalogy,2,no,valid,1,4824
2693,VisualAnalogy,1,yes,invalid,0,5595
2693,VisualAnalogy,1,yes,invalid,1,4521
2693,VisualAnalogy,1,no,valid,1,3645
2693,VisualAnalogy,1,no,valid,1,2017
2693,VisualAnalogy,1,no,valid,1,1648
2693,VisualAnalogy,2,yes,valid,1,3079
2693,VisualAnalogy,2,yes,invalid,1,3292
2693,VisualAnalogy,1,yes,invalid,1,2219
2693,VisualAnalogy,2,no,valid,1,3042
2693,VisualAnalogy,2,yes,invalid,1,4767
2693,VisualAnalogy,2,no,valid,1,5620
2693,VisualAnalogy,1,yes,valid,1,6884
2693,VisualAnalogy,2,yes,invalid,0,5138
2693,VisualAnalogy,2,yes,invalid,1,3474
2693,VisualAnalogy,2,yes,valid,1,3508
2724,VisualAnalogy,1,yes,valid,1,795
2724,VisualAnalogy,2,yes,invalid,0,1748
2724,VisualAnalogy,2,no,valid,1,1805
2724,VisualAnalogy,2,no,valid,1,1826
2724,VisualAnalogy,2,yes,invalid,1,2251
2724,VisualAnalogy,1,no,valid,1,2938
2724,VisualAnalogy,2,yes,valid,1,3185
2724,VisualAnalogy,1,no,valid,1,1626
2724,VisualAnalogy,1,no,valid,0,2572
2724,VisualAnalogy,2,no,valid,1,2219
2724,VisualAnalogy,1,no,valid,1,1666
2724,VisualAnalogy,2,yes,valid,1,4315
2724,VisualAnalogy,2,yes,invalid,0,6184
2724,VisualAnalogy,1,yes,invalid,0,1307
2724,VisualAnalogy,1,yes,invalid,0,1677
2724,VisualAnalogy,1,no,valid,1,5913
2724,VisualAnalogy,1,yes,valid,1,1188
2724,VisualAnalogy,2,yes,valid,0,6157
2724,VisualAnalogy,1,yes,invalid,0,1915
2724,VisualAnalogy,1,yes,valid,1,3364
2724,VisualAnalogy,2,yes,invalid,0,2817
2724,VisualAnalogy,2,yes,valid,0,1872
2724,VisualAnalogy,1,yes,valid,0,4082
2724,VisualAnalogy,2,no,valid,0,5599
2724,VisualAnalogy,2,yes,valid,1,3932
2724,VisualAnalogy,1,yes,valid,1,4156
2724,VisualAnalogy,2,no,valid,1,2904
2724,VisualAnalogy,2,yes,invalid,0,2170
2724,VisualAnalogy,2,yes,valid,1,1705
2724,VisualAnalogy,2,no,valid,1,1386
2724,VisualAnalogy,1,yes,invalid,0,1004
2724,VisualAnalogy,1,no,valid,1,576
2724,VisualAnalogy,1,yes,invalid,0,734
2724,VisualAnalogy,2,yes,invalid,0,556
2724,VisualAnalogy,1,yes,valid,1,2088
2724,VisualAnalogy,1,yes,invalid,0,791
2724,VisualAnalogy,2,yes,invalid,0,1416
2724,VisualAnalogy,1,yes,invalid,0,1471
2724,VisualAnalogy,1,no,valid,1,1264
2724,VisualAnalogy,1,no,valid,1,1001
2724,VisualAnalogy,1,yes,invalid,0,1373
2724,VisualAnalogy,2,yes,valid,1,1628
2724,VisualAnalogy,2,yes,invalid,0,2589
2724,VisualAnalogy,2,yes,valid,1,1231
2724,VisualAnalogy,2,yes,valid,1,592
2724,VisualAnalogy,2,no,valid,1,1633
2724,VisualAnalogy,1,yes,invalid,0,1107
2724,VisualAnalogy,1,yes,valid,1,2076
2724,VisualAnalogy,2,yes,valid,1,1416
2724,VisualAnalogy,1,yes,valid,0,974
2724,VisualAnalogy,1,no,valid,1,1229
2724,VisualAnalogy,1,yes,invalid,0,1646
2724,VisualAnalogy,1,yes,valid,1,850
2724,VisualAnalogy,2,no,valid,1,568
2724,VisualAnalogy,1,yes,invalid,1,276
2724,VisualAnalogy,1,no,valid,1,712
2724,VisualAnalogy,2,yes,invalid,0,737
2724,VisualAnalogy,2,yes,invalid,0,831
2724,VisualAnalogy,2,yes,valid,1,448
2724,VisualAnalogy,1,yes,valid,1,804
2724,VisualAnalogy,1,no,valid,1,656
2724,VisualAnalogy,1,no,valid,1,718
2724,VisualAnalogy,1,yes,valid,1,506
2724,VisualAnalogy,2,no,valid,1,715
2724,VisualAnalogy,2,no,valid,1,756
2724,VisualAnalogy,2,no,valid,1,440
2724,VisualAnalogy,2,no,valid,1,508
2724,VisualAnalogy,1,yes,valid,1,445
2724,VisualAnalogy,2,yes,valid,1,624
2724,VisualAnalogy,2,yes,invalid,0,377
2724,VisualAnalogy,1,yes,invalid,0,400
2724,VisualAnalogy,2,yes,invalid,0,491
2724,VisualAnalogy,2,no,valid,1,1237
2724,VisualAnalogy,2,no,valid,1,697
2724,VisualAnalogy,2,yes,valid,1,736
2724,VisualAnalogy,2,yes,invalid,0,334
2724,VisualAnalogy,2,yes,invalid,0,396
2724,VisualAnalogy,1,yes,invalid,0,615
2724,VisualAnalogy,1,yes,valid,1,862
2724,VisualAnalogy,1,no,valid,1,1671
2724,VisualAnalogy,1,yes,invalid,0,976
2724,VisualAnalogy,1,yes,valid,1,1151
2724,VisualAnalogy,2,no,valid,0,2064
2724,VisualAnalogy,1,yes,valid,1,2266
2724,VisualAnalogy,2,yes,valid,1,1483
2724,VisualAnalogy,2,yes,valid,1,1055
2724,VisualAnalogy,2,no,valid,1,654
2724,VisualAnalogy,1,no,valid,1,2444
2724,VisualAnalogy,2,yes,invalid,0,1025
2724,VisualAnalogy,2,yes,invalid,0,826
2724,VisualAnalogy,1,no,valid,1,939
2724,VisualAnalogy,2,yes,valid,1,817
2724,VisualAnalogy,1,yes,invalid,0,944
2724,VisualAnalogy,2,yes,invalid,0,761
2724,VisualAnalogy,1,yes,valid,1,2365
2724,VisualAnalogy,1,yes,valid,1,977
2724,VisualAnalogy,1,no,valid,1,1120
2724,VisualAnalogy,2,no,valid,1,1260
2724,VisualAnalogy,1,no,valid,1,530
2724,VisualAnalogy,1,yes,invalid,0,1113
2724,VisualAnalogy,1,yes,invalid,0,1890
2724,VisualAnalogy,1,no,valid,1,745
2724,VisualAnalogy,2,yes,valid,1,1466
2724,VisualAnalogy,2,yes,invalid,0,475
2724,VisualAnalogy,2,no,valid,1,1236
2724,VisualAnalogy,2,yes,valid,1,344
2724,VisualAnalogy,1,yes,valid,1,745
2724,VisualAnalogy,1,yes,invalid,0,762
2724,VisualAnalogy,2,no,valid,1,3084
2724,VisualAnalogy,2,yes,valid,1,3105
2724,VisualAnalogy,1,yes,invalid,0,2411
2724,VisualAnalogy,1,no,valid,1,1866
2724,VisualAnalogy,2,yes,valid,1,2059
2724,VisualAnalogy,2,no,valid,1,3586
2724,VisualAnalogy,2,yes,invalid,0,1532
2724,VisualAnalogy,2,yes,valid,1,2059
2724,VisualAnalogy,1,yes,invalid,0,2162
2724,VisualAnalogy,1,yes,valid,1,926
2724,VisualAnalogy,2,yes,invalid,0,1170
2724,VisualAnalogy,2,yes,valid,1,905
2724,VisualAnalogy,1,yes,valid,1,1946
2724,VisualAnalogy,1,yes,valid,1,827
2724,VisualAnalogy,2,yes,invalid,0,1244
2724,VisualAnalogy,1,no,valid,1,1552
2724,VisualAnalogy,2,no,valid,1,1906
2724,VisualAnalogy,1,yes,valid,1,4411
2724,VisualAnalogy,1,yes,invalid,0,3226
2724,VisualAnalogy,2,yes,invalid,0,652
2724,VisualAnalogy,2,yes,valid,1,1003
2724,VisualAnalogy,1,yes,invalid,0,862
2724,VisualAnalogy,1,yes,invalid,0,360
2724,VisualAnalogy,1,no,valid,1,715
2724,VisualAnalogy,1,no,valid,1,887
2724,VisualAnalogy,1,yes,valid,1,915
2724,VisualAnalogy,2,no,valid,1,2724
2724,VisualAnalogy,2,yes,invalid,0,1088
2724,VisualAnalogy,1,no,valid,1,5047
2724,VisualAnalogy,1,yes,invalid,0,1831
2724,VisualAnalogy,2,yes,invalid,0,2977
2724,VisualAnalogy,1,no,valid,1,3456
2724,VisualAnalogy,2,yes,valid,1,2223
2724,VisualAnalogy,1,yes,valid,1,1673
2724,VisualAnalogy,2,no,valid,1,2450
2724,VisualAnalogy,2,no,valid,1,2793
3110,VisualAnalogy,2,yes,valid,0,3011
3110,VisualAnalogy,1,yes,valid,0,3114
3110,VisualAnalogy,1,yes,invalid,1,2788
3110,VisualAnalogy,1,yes,valid,1,1822
3110,VisualAnalogy,2,yes,invalid,0,4711
3110,VisualAnalogy,2,no,valid,1,7010
3110,VisualAnalogy,2,yes,valid,1,4475
3110,VisualAnalogy,2,no,valid,1,3624
3110,VisualAnalogy,2,no,valid,1,4842
3110,VisualAnalogy,1,no,valid,1,1919
3110,VisualAnalogy,2,no,valid,1,3292
3110,VisualAnalogy,2,yes,invalid,0,3179
3110,VisualAnalogy,1,yes,valid,1,1313
3110,VisualAnalogy,2,yes,valid,1,6003
3110,VisualAnalogy,1,yes,valid,1,1040
3110,VisualAnalogy,1,yes,invalid,0,4876
3110,VisualAnalogy,2,yes,valid,1,6217
3110,VisualAnalogy,1,yes,invalid,0,930
3110,VisualAnalogy,1,no,valid,0,3208
3110,VisualAnalogy,2,yes,valid,1,8536
3110,VisualAnalogy,1,yes,valid,1,1649
3110,VisualAnalogy,1,no,valid,1,1032
3110,VisualAnalogy,2,no,valid,1,5313
3110,VisualAnalogy,1,no,valid,1,2340
3110,VisualAnalogy,1,yes,invalid,0,4259
3110,VisualAnalogy,2,yes,invalid,0,2418
3110,VisualAnalogy,2,yes,invalid,0,2210
3110,VisualAnalogy,2,yes,valid,1,1353
3110,VisualAnalogy,2,yes,invalid,1,1042
3110,VisualAnalogy,2,yes,invalid,1,7326
3110,VisualAnalogy,2,no,valid,1,2532
3110,VisualAnalogy,1,yes,valid,0,3018
3110,VisualAnalogy,1,no,valid,1,2449
3110,VisualAnalogy,1,yes,invalid,1,1272
3110,VisualAnalogy,1,no,valid,1,2626
3110,VisualAnalogy,1,yes,invalid,1,3179
3110,VisualAnalogy,1,no,valid,1,2519
3110,VisualAnalogy,2,yes,valid,1,9019
3110,VisualAnalogy,1,no,valid,0,3991
3110,VisualAnalogy,1,no,valid,1,2706
3110,VisualAnalogy,1,no,valid,0,8939
3110,VisualAnalogy,2,no,valid,1,8872
3110,VisualAnalogy,2,yes,invalid,1,2677
3110,VisualAnalogy,1,yes,valid,1,4122
3110,VisualAnalogy,2,yes,invalid,1,6607
3110,VisualAnalogy,2,yes,invalid,1,4471
3110,VisualAnalogy,2,yes,invalid,0,7442
3110,VisualAnalogy,1,yes,invalid,0,7408
3110,VisualAnalogy,1,no,valid,1,9369
3110,VisualAnalogy,1,yes,valid,1,2283
3110,VisualAnalogy,1,yes,invalid,0,2879
3110,VisualAnalogy,2,yes,valid,1,3403
3110,VisualAnalogy,1,yes,valid,1,6448
3110,VisualAnalogy,1,yes,invalid,0,10441
3110,VisualAnalogy,2,yes,valid,1,8720
3110,VisualAnalogy,1,yes,invalid,1,4191
3110,VisualAnalogy,2,yes,valid,0,5072
3110,VisualAnalogy,1,yes,valid,0,3443
3110,VisualAnalogy,1,yes,valid,0,3439
3110,VisualAnalogy,2,no,valid,1,4700
3110,VisualAnalogy,2,no,valid,1,10487
3110,VisualAnalogy,1,yes,invalid,0,713
3110,VisualAnalogy,2,yes,valid,1,6402
3110,VisualAnalogy,2,no,valid,1,4288
3110,VisualAnalogy,1,yes,valid,1,6855
3110,VisualAnalogy,2,yes,invalid,1,7424
3110,VisualAnalogy,1,no,valid,1,4924
3110,VisualAnalogy,1,yes,invalid,0,2897
3110,VisualAnalogy,2,yes,invalid,0,9840
3110,VisualAnalogy,2,yes,valid,1,7694
3110,VisualAnalogy,2,no,valid,0,3519
3110,VisualAnalogy,2,no,valid,1,10652
3110,VisualAnalogy,1,yes,valid,1,9554
3110,VisualAnalogy,2,yes,invalid,0,3833
3110,VisualAnalogy,1,yes,valid,1,1364
3110,VisualAnalogy,2,no,valid,0,10992
3110,VisualAnalogy,2,no,valid,1,22166
3110,VisualAnalogy,1,yes,invalid,0,6716
3110,VisualAnalogy,1,no,valid,1,3706
3110,VisualAnalogy,1,yes,invalid,1,5693
3110,VisualAnalogy,2,yes,invalid,0,6781
3110,VisualAnalogy,2,yes,invalid,1,6664
3110,VisualAnalogy,2,yes,valid,0,6635
3110,VisualAnalogy,2,yes,valid,1,8121
3110,VisualAnalogy,2,no,valid,1,6416
3110,VisualAnalogy,1,yes,invalid,1,4224
3110,VisualAnalogy,2,no,valid,1,7163
3110,VisualAnalogy,1,yes,valid,1,5265
3110,VisualAnalogy,2,yes,invalid,1,8651
3110,VisualAnalogy,1,yes,invalid,1,10652
3110,VisualAnalogy,2,yes,valid,0,9278
3110,VisualAnalogy,1,no,valid,1,8509
3110,VisualAnalogy,2,no,valid,1,13025
3110,VisualAnalogy,1,yes,valid,1,2814
3110,VisualAnalogy,1,no,valid,1,1710
3110,VisualAnalogy,2,yes,valid,1,16767
3110,VisualAnalogy,2,yes,invalid,1,3499
3110,VisualAnalogy,1,no,valid,1,5347
3110,VisualAnalogy,1,yes,invalid,1,6510
3110,VisualAnalogy,1,no,valid,1,3344
3110,VisualAnalogy,1,yes,valid,0,6458
3110,VisualAnalogy,2,yes,invalid,1,3410
3110,VisualAnalogy,1,no,valid,1,2410
3110,VisualAnalogy,2,yes,valid,1,14265
3110,VisualAnalogy,1,yes,valid,1,6271
3110,VisualAnalogy,2,no,valid,1,11794
3110,VisualAnalogy,1,yes,invalid,1,3002
3110,VisualAnalogy,2,yes,valid,0,8190
3110,VisualAnalogy,1,yes,valid,1,6138
3110,VisualAnalogy,2,yes,valid,1,10146
3110,VisualAnalogy,1,yes,invalid,1,3422
3110,VisualAnalogy,1,yes,valid,1,2776
3110,VisualAnalogy,1,no,valid,1,2607
3110,VisualAnalogy,1,yes,invalid,1,1684
3110,VisualAnalogy,1,yes,invalid,1,6224
3110,VisualAnalogy,1,yes,invalid,1,4683
3110,VisualAnalogy,1,yes,valid,0,4400
3110,VisualAnalogy,2,no,valid,1,5741
3110,VisualAnalogy,2,yes,invalid,1,4744
3110,VisualAnalogy,2,yes,valid,0,4203
3110,VisualAnalogy,2,yes,invalid,1,5072
3110,VisualAnalogy,1,yes,valid,0,12371
3110,VisualAnalogy,2,no,valid,0,9116
3110,VisualAnalogy,1,no,valid,1,5147
3110,VisualAnalogy,2,yes,invalid,1,15790
3110,VisualAnalogy,2,yes,valid,0,28871
3110,VisualAnalogy,2,yes,invalid,1,15181
3110,VisualAnalogy,1,no,valid,1,2172
3110,VisualAnalogy,2,no,valid,1,5803
3110,VisualAnalogy,2,no,valid,1,20735
3110,VisualAnalogy,1,yes,invalid,1,4120
3110,VisualAnalogy,1,no,valid,0,5581
3110,VisualAnalogy,1,yes,invalid,1,4087
3110,VisualAnalogy,1,no,valid,1,3367
3110,VisualAnalogy,2,yes,invalid,1,10804
3110,VisualAnalogy,1,yes,valid,1,4403
3110,VisualAnalogy,1,yes,valid,1,2144
3110,VisualAnalogy,2,yes,valid,1,18186
3110,VisualAnalogy,2,yes,invalid,0,4402
3110,VisualAnalogy,2,yes,valid,1,7247
3110,VisualAnalogy,2,no,valid,0,7575
3110,VisualAnalogy,2,no,valid,0,9935
3110,VisualAnalogy,2,yes,valid,0,7025
3110,VisualAnalogy,1,no,valid,1,2285
3193,VisualAnalogy,2,yes,valid,1,1488
3193,VisualAnalogy,2,yes,valid,0,8276
3193,VisualAnalogy,2,no,valid,0,3161
3193,VisualAnalogy,2,yes,invalid,1,3006
3193,VisualAnalogy,1,no,valid,1,2178
3193,VisualAnalogy,2,no,valid,0,7281
3193,VisualAnalogy,1,no,valid,1,7248
3193,VisualAnalogy,2,yes,valid,0,2856
3193,VisualAnalogy,1,yes,invalid,1,4480
3193,VisualAnalogy,1,yes,valid,1,1965
3193,VisualAnalogy,1,yes,valid,0,3089
3193,VisualAnalogy,2,yes,valid,0,6920
3193,VisualAnalogy,1,yes,valid,1,1502
3193,VisualAnalogy,1,no,valid,1,2552
3193,VisualAnalogy,2,no,valid,1,1506
3193,VisualAnalogy,1,no,valid,1,2874
3193,VisualAnalogy,1,yes,invalid,1,1444
3193,VisualAnalogy,1,no,valid,1,1376
3193,VisualAnalogy,2,yes,valid,1,3535
3193,VisualAnalogy,2,yes,invalid,1,5102
3193,VisualAnalogy,1,yes,invalid,1,1305
3193,VisualAnalogy,2,yes,invalid,1,3802
3193,VisualAnalogy,2,yes,valid,1,2591
3193,VisualAnalogy,1,yes,invalid,1,1745
3193,VisualAnalogy,1,yes,invalid,1,1306
3193,VisualAnalogy,2,yes,invalid,0,1612
3193,VisualAnalogy,2,no,valid,1,1466
3193,VisualAnalogy,2,no,valid,1,1244
3193,VisualAnalogy,2,no,valid,1,3280
3193,VisualAnalogy,1,yes,valid,1,1260
3193,VisualAnalogy,2,yes,invalid,1,1571
3193,VisualAnalogy,1,yes,invalid,1,1386
3193,VisualAnalogy,1,no,valid,1,1467
3193,VisualAnalogy,2,yes,invalid,0,3100
3193,VisualAnalogy,1,yes,valid,1,4787
3193,VisualAnalogy,1,yes,valid,1,2190
3193,VisualAnalogy,1,yes,valid,1,1672
3193,VisualAnalogy,1,no,valid,1,1937
3193,VisualAnalogy,1,no,valid,0,4304
3193,VisualAnalogy,2,no,valid,0,8234
3193,VisualAnalogy,2,no,valid,1,4681
3193,VisualAnalogy,2,yes,invalid,1,4510
3193,VisualAnalogy,2,no,valid,1,4944
3193,VisualAnalogy,2,yes,invalid,0,4250
3193,VisualAnalogy,2,yes,valid,1,3914
3193,VisualAnalogy,1,no,valid,1,967
3193,VisualAnalogy,1,yes,valid,0,2739
3193,VisualAnalogy,1,yes,valid,1,1826
3193,VisualAnalogy,1,yes,valid,0,4444
3193,VisualAnalogy,1,no,valid,1,1089
3193,VisualAnalogy,1,yes,invalid,1,2199
3193,VisualAnalogy,1,yes,invalid,1,1468
3193,VisualAnalogy,2,yes,invalid,1,4493
3193,VisualAnalogy,1,no,valid,1,1261
3193,VisualAnalogy,1,yes,invalid,1,1171
3193,VisualAnalogy,2,yes,invalid,1,5386
3193,VisualAnalogy,2,no,valid,1,2989
3193,VisualAnalogy,1,yes,invalid,1,1983
3193,VisualAnalogy,2,no,valid,1,2839
3193,VisualAnalogy,1,yes,valid,0,2364
3193,VisualAnalogy,2,yes,valid,1,4496
3193,VisualAnalogy,2,yes,valid,1,3792
3193,VisualAnalogy,1,yes,valid,1,1522
3193,VisualAnalogy,2,yes,valid,1,2606
3193,VisualAnalogy,1,yes,invalid,0,2531
3193,VisualAnalogy,2,no,valid,1,2426
3193,VisualAnalogy,2,yes,valid,0,2828
3193,VisualAnalogy,2,yes,invalid,1,2318
3193,VisualAnalogy,1,no,valid,0,4666
3193,VisualAnalogy,2,yes,invalid,0,6781
3193,VisualAnalogy,2,yes,valid,1,4584
3193,VisualAnalogy,1,yes,invalid,1,1658
3193,VisualAnalogy,2,yes,valid,1,3466
3193,VisualAnalogy,2,yes,invalid,1,6604
3193,VisualAnalogy,1,yes,invalid,1,5122
3193,VisualAnalogy,2,yes,invalid,1,1631
3193,VisualAnalogy,2,yes,valid,1,4112
3193,VisualAnalogy,1,no,valid,1,10387
3193,VisualAnalogy,2,no,valid,1,3295
3193,VisualAnalogy,1,yes,valid,0,6846
3193,VisualAnalogy,1,no,valid,1,4647
3193,VisualAnalogy,2,yes,valid,1,5604
3193,VisualAnalogy,1,yes,invalid,1,2129
3193,VisualAnalogy,1,yes,valid,1,1368
3193,VisualAnalogy,1,no,valid,1,1543
3193,VisualAnalogy,1,no,valid,1,1752
3193,VisualAnalogy,1,yes,invalid,0,2226
3193,VisualAnalogy,1,no,valid,0,3612
3193,VisualAnalogy,1,yes,valid,0,2347
3193,VisualAnalogy,1,yes,valid,1,2653
3193,VisualAnalogy,2,no,valid,1,4060
3193,VisualAnalogy,1,yes,invalid,0,2100
3193,VisualAnalogy,2,no,valid,1,4739
3193,VisualAnalogy,2,no,valid,1,3682
3193,VisualAnalogy,2,yes,valid,1,3262
3193,VisualAnalogy,2,yes,valid,1,3736
3193,VisualAnalogy,2,no,valid,1,2736
3193,VisualAnalogy,1,yes,valid,1,1871
3193,VisualAnalogy,1,no,valid,1,1905
3193,VisualAnalogy,2,yes,invalid,1,3210
3193,VisualAnalogy,2,yes,invalid,1,5242
3193,VisualAnalogy,1,yes,valid,1,1199
3193,VisualAnalogy,1,yes,invalid,1,1691
3193,VisualAnalogy,2,yes,invalid,1,2042
3193,VisualAnalogy,2,no,valid,1,2910
3193,VisualAnalogy,2,yes,invalid,1,2416
3193,VisualAnalogy,1,yes,invalid,1,7007
3193,VisualAnalogy,2,yes,valid,0,2216
3193,VisualAnalogy,1,yes,invalid,1,2145
3193,VisualAnalogy,1,yes,valid,1,3211
3193,VisualAnalogy,2,yes,invalid,1,2506
3193,VisualAnalogy,1,no,valid,1,1660
3193,VisualAnalogy,2,yes,invalid,1,1827
3193,VisualAnalogy,1,yes,invalid,1,1868
3193,VisualAnalogy,2,yes,valid,1,3294
3193,VisualAnalogy,1,no,valid,1,3501
3193,VisualAnalogy,2,no,valid,1,4263
3193,VisualAnalogy,2,no,valid,1,5482
3193,VisualAnalogy,1,yes,valid,1,1039
3193,VisualAnalogy,2,no,valid,1,1707
3193,VisualAnalogy,1,yes,invalid,1,2829
3193,VisualAnalogy,2,yes,valid,0,8029
3193,VisualAnalogy,1,yes,invalid,1,1073
3193,VisualAnalogy,1,no,valid,1,1730
3193,VisualAnalogy,1,yes,valid,1,1689
3193,VisualAnalogy,2,yes,valid,1,2888
3193,VisualAnalogy,2,no,valid,1,3607
3193,VisualAnalogy,2,yes,invalid,1,4244
3193,VisualAnalogy,1,yes,valid,1,2001
3193,VisualAnalogy,2,yes,valid,1,2669
3193,VisualAnalogy,1,yes,valid,1,2863
3193,VisualAnalogy,2,yes,invalid,1,2377
3193,VisualAnalogy,1,no,valid,1,2864
3193,VisualAnalogy,2,yes,invalid,1,3290
3193,VisualAnalogy,1,yes,invalid,1,9114
3193,VisualAnalogy,1,no,valid,1,2759
3193,VisualAnalogy,1,yes,valid,1,3132
3193,VisualAnalogy,1,no,valid,1,2955
3193,VisualAnalogy,1,yes,invalid,1,1144
3193,VisualAnalogy,2,no,valid,1,1609
3193,VisualAnalogy,2,yes,invalid,0,1912
3193,VisualAnalogy,2,no,valid,1,2817
3193,VisualAnalogy,2,yes,valid,1,2961
3193,VisualAnalogy,2,yes,valid,1,4240
